access_id,timestamp,user_id,username,department,data_asset,data_sensitivity,query_type,rowcount,access_method,destination,status,anomaly_marker
ACC-000127,2026-04-05 11:42:00,USR-0075,user.0075,Finance,Marketing_Assets,low,SELECT,2326,SQL,cloud_storage,success,
ACC-000536,2026-04-05 12:06:00,USR-0036,user.0036,Finance,Marketing_Assets,medium,EXPORT,211,API,local_workstation,success,
ACC-000639,2026-04-05 12:09:00,USR-0089,user.0089,HR,Customer_DB,low,API,791,API,local_workstation,success,
ACC-000037,2026-04-05 12:29:00,USR-0075,user.0075,Finance,Payroll,low,EXPORT,2354,API,local_workstation,success,
ACC-000139,2026-04-05 12:38:00,USR-0097,user.0097,IT,Customer_DB,low,API,130,BI_Tool,local_workstation,success,
ACC-000533,2026-04-05 12:55:00,USR-0084,user.0084,Engineering,Customer_DB,medium,EXPORT,53,SQL,internal_share,success,
ACC-000883,2026-04-05 13:00:00,USR-0078,user.0078,Finance,Payroll,low,EXPORT,64,API,local_workstation,success,
ACC-000509,2026-04-05 13:00:00,USR-0067,user.0067,Marketing,GL_Ledger,medium,API,246,BI_Tool,local_workstation,success,
ACC-000095,2026-04-05 13:03:00,USR-0078,user.0078,Finance,GL_Ledger,low,API,58,API,internal_share,success,
ACC-000079,2026-04-05 13:12:00,USR-0014,user.0014,Sales,GL_Ledger,low,SELECT,184,API,local_workstation,success,
ACC-000435,2026-04-05 13:30:00,USR-0055,user.0055,IT,Marketing_Assets,low,API,234,BI_Tool,cloud_storage,success,
ACC-000727,2026-04-05 13:54:00,USR-0031,user.0031,Engineering,GL_Ledger,medium,API,627,SQL,local_workstation,success,
ACC-000956,2026-04-05 14:24:00,USR-0048,user.0048,Sales,Marketing_Assets,low,SELECT,108,BI_Tool,local_workstation,success,
ACC-000515,2026-04-05 14:32:00,USR-0073,user.0073,HR,Payroll,low,EXPORT,1119,API,local_workstation,success,
ACC-001451,2026-04-05 14:34:00,USR-0034,user.0034,Engineering,PII_Database,low,EXPORT,68,API,local_workstation,success,
ACC-000889,2026-04-05 14:36:00,USR-0018,user.0018,IT,Payroll,low,EXPORT,679,SQL,internal_share,success,
ACC-000636,2026-04-05 14:53:00,USR-0070,user.0070,Sales,Customer_DB,low,EXPORT,3064,SQL,local_workstation,success,
ACC-000531,2026-04-05 14:57:00,USR-0029,user.0029,Marketing,Marketing_Assets,low,API,122,API,local_workstation,success,
ACC-000624,2026-04-05 14:57:00,USR-0035,user.0035,Sales,Payroll,low,EXPORT,253,BI_Tool,local_workstation,success,
ACC-001118,2026-04-05 15:02:00,USR-0002,user.0002,Sales,GL_Ledger,low,EXPORT,40794,API,external_email,success,FLIGHT_RISK_EXFILTRATION
ACC-000678,2026-04-05 15:23:00,USR-0051,user.0051,IT,Source_Code,low,EXPORT,79,API,local_workstation,success,
ACC-000170,2026-04-05 15:23:00,USR-0099,user.0099,IT,Payroll,medium,EXPORT,171,SQL,local_workstation,success,
ACC-001156,2026-04-05 15:35:00,USR-0033,user.0033,Engineering,PII_Database,low,EXPORT,405,API,local_workstation,success,
ACC-000988,2026-04-05 15:36:00,USR-0017,user.0017,HR,Source_Code,low,API,1218,SQL,local_workstation,success,
ACC-001244,2026-04-05 15:55:00,USR-0032,user.0032,Sales,Customer_DB,low,EXPORT,1125,SQL,internal_share,success,
ACC-000521,2026-04-05 16:02:00,USR-0080,user.0080,Sales,Customer_DB,low,API,596,SQL,local_workstation,success,
ACC-000081,2026-04-05 16:04:00,USR-0041,user.0041,IT,Marketing_Assets,low,SELECT,187,BI_Tool,internal_share,success,
ACC-001163,2026-04-05 16:08:00,USR-0067,user.0067,Marketing,Source_Code,medium,API,222,BI_Tool,internal_share,success,
ACC-000665,2026-04-05 16:09:00,USR-0088,user.0088,IT,Customer_DB,restricted,EXPORT,276,BI_Tool,external_email,success,INTERN_RESTRICTED_ACCESS
ACC-000928,2026-04-05 16:12:00,USR-0043,user.0043,Marketing,Marketing_Assets,low,API,3253,API,local_workstation,success,
ACC-000950,2026-04-05 16:50:00,USR-0005,user.0005,Finance,Payroll,medium,SELECT,125,BI_Tool,internal_share,success,
ACC-000462,2026-04-05 16:51:00,USR-0095,user.0095,Marketing,PII_Database,low,API,108,API,local_workstation,success,
ACC-000179,2026-04-05 16:58:00,USR-0091,user.0091,Finance,Marketing_Assets,low,SELECT,152,BI_Tool,local_workstation,success,
ACC-000991,2026-04-06 09:05:00,USR-0012,user.0012,Engineering,GL_Ledger,low,EXPORT,931,API,local_workstation,success,
ACC-000687,2026-04-06 09:17:00,USR-0046,user.0046,Engineering,GL_Ledger,medium,EXPORT,687,BI_Tool,internal_share,success,
ACC-001141,2026-04-06 09:38:00,USR-0010,user.0010,Engineering,Customer_DB,low,EXPORT,788,SQL,local_workstation,success,
ACC-000604,2026-04-06 09:44:00,USR-0038,user.0038,HR,Marketing_Assets,low,EXPORT,31,SQL,internal_share,success,
ACC-000158,2026-04-06 09:47:00,USR-0092,user.0092,HR,Customer_DB,low,SELECT,34,API,local_workstation,success,
ACC-001058,2026-04-06 10:04:00,USR-0037,user.0037,Sales,Customer_DB,medium,API,451,SQL,local_workstation,success,
ACC-000390,2026-04-06 10:11:00,USR-0058,user.0058,Marketing,GL_Ledger,low,EXPORT,1066,BI_Tool,internal_share,success,
ACC-001122,2026-04-06 10:12:00,USR-0029,user.0029,Marketing,Marketing_Assets,medium,SELECT,167,API,internal_share,success,
ACC-000350,2026-04-06 10:23:00,USR-0065,user.0065,Engineering,PII_Database,low,EXPORT,243,API,internal_share,success,
ACC-001228,2026-04-06 10:26:00,USR-0002,user.0002,Sales,PII_Database,medium,SELECT,464,SQL,local_workstation,success,
ACC-000038,2026-04-06 10:28:00,USR-0070,user.0070,Sales,Payroll,low,API,3023,BI_Tool,cloud_storage,success,
ACC-001375,2026-04-06 11:04:00,USR-0064,user.0064,Finance,Payroll,low,EXPORT,954,API,internal_share,success,
ACC-000223,2026-04-06 11:21:00,USR-0067,user.0067,Marketing,Payroll,low,API,326,SQL,cloud_storage,success,
ACC-001320,2026-04-06 11:25:00,USR-0054,user.0054,Finance,GL_Ledger,low,EXPORT,105,API,internal_share,success,
ACC-001345,2026-04-06 11:25:00,USR-0058,user.0058,Marketing,Payroll,low,API,574,SQL,local_workstation,success,
ACC-000650,2026-04-06 11:36:00,USR-0078,user.0078,Finance,Marketing_Assets,low,EXPORT,74,SQL,internal_share,success,
ACC-000237,2026-04-06 11:50:00,USR-0055,user.0055,IT,Source_Code,low,API,130,BI_Tool,local_workstation,success,
ACC-000405,2026-04-06 12:08:00,USR-0061,user.0061,HR,Source_Code,medium,API,1220,SQL,internal_share,success,
ACC-000043,2026-04-06 12:08:00,USR-0054,user.0054,Finance,Marketing_Assets,low,EXPORT,114,SQL,internal_share,success,
ACC-000528,2026-04-06 12:32:00,USR-0012,user.0012,Engineering,GL_Ledger,low,SELECT,1098,API,local_workstation,success,
ACC-000200,2026-04-06 12:36:00,USR-0039,user.0039,HR,Source_Code,medium,EXPORT,1629,API,local_workstation,success,
ACC-000846,2026-04-06 12:42:00,USR-0064,user.0064,Finance,Customer_DB,low,SELECT,937,API,internal_share,success,
ACC-001313,2026-04-06 12:54:00,USR-0011,user.0011,HR,PII_Database,low,API,297,BI_Tool,local_workstation,success,
ACC-000329,2026-04-06 12:54:00,USR-0007,user.0007,Engineering,PII_Database,low,EXPORT,631,API,local_workstation,success,
ACC-001103,2026-04-06 13:00:00,USR-0021,user.0021,Marketing,GL_Ledger,low,SELECT,81,BI_Tool,internal_share,success,
ACC-000828,2026-04-06 13:09:00,USR-0034,user.0034,Engineering,Marketing_Assets,low,EXPORT,13860,SQL,external_email,success,FLIGHT_RISK_EXFILTRATION
ACC-001417,2026-04-06 13:21:00,USR-0033,user.0033,Engineering,Marketing_Assets,low,API,700,BI_Tool,local_workstation,success,
ACC-000927,2026-04-06 13:24:00,USR-0094,user.0094,HR,Marketing_Assets,low,EXPORT,757,SQL,local_workstation,success,
ACC-000015,2026-04-06 13:38:00,USR-0008,user.0008,HR,GL_Ledger,low,EXPORT,58,API,local_workstation,success,
ACC-000199,2026-04-06 14:01:00,USR-0005,user.0005,Finance,PII_Database,low,EXPORT,311,SQL,local_workstation,success,
ACC-001112,2026-04-06 14:27:00,USR-0015,user.0015,Finance,PII_Database,low,EXPORT,18,BI_Tool,local_workstation,success,
ACC-000439,2026-04-06 14:35:00,USR-0062,user.0062,Engineering,Source_Code,low,API,54,BI_Tool,local_workstation,success,
ACC-000582,2026-04-06 14:50:00,USR-0051,user.0051,IT,GL_Ledger,low,EXPORT,122,SQL,local_workstation,success,
ACC-000125,2026-04-06 14:59:00,USR-0022,user.0022,Marketing,Source_Code,medium,SELECT,1266,BI_Tool,local_workstation,success,
ACC-001338,2026-04-06 15:16:00,USR-0090,user.0090,HR,GL_Ledger,low,API,181,BI_Tool,internal_share,success,
ACC-001208,2026-04-06 15:29:00,USR-0034,user.0034,Engineering,GL_Ledger,low,EXPORT,99,API,cloud_storage,success,
ACC-000394,2026-04-06 15:34:00,USR-0065,user.0065,Engineering,Customer_DB,low,API,208,BI_Tool,local_workstation,success,
ACC-001450,2026-04-06 15:39:00,USR-0069,user.0069,Finance,Marketing_Assets,low,API,62,BI_Tool,local_workstation,success,
ACC-000982,2026-04-06 15:52:00,USR-0078,user.0078,Finance,GL_Ledger,low,API,33,SQL,cloud_storage,success,
ACC-000972,2026-04-06 15:52:00,USR-0069,user.0069,Finance,Marketing_Assets,medium,EXPORT,62,SQL,local_workstation,success,
ACC-000938,2026-04-06 16:00:00,USR-0001,user.0001,Sales,Payroll,low,API,26,BI_Tool,internal_share,success,
ACC-000819,2026-04-06 16:00:00,USR-0028,user.0028,Engineering,Payroll,medium,EXPORT,2741,API,local_workstation,success,
ACC-000130,2026-04-06 16:26:00,USR-0008,user.0008,HR,Source_Code,low,API,46,BI_Tool,local_workstation,success,
ACC-000713,2026-04-06 16:27:00,USR-0091,user.0091,Finance,GL_Ledger,low,API,173,API,internal_share,success,
ACC-000106,2026-04-06 16:44:00,USR-0064,user.0064,Finance,Source_Code,low,SELECT,12423,SQL,external_email,success,FLIGHT_RISK_EXFILTRATION
ACC-000344,2026-04-06 16:50:00,USR-0098,user.0098,Engineering,PII_Database,low,EXPORT,178,BI_Tool,local_workstation,success,
ACC-000512,2026-04-06 16:52:00,USR-0062,user.0062,Engineering,GL_Ledger,medium,API,72,API,internal_share,success,
ACC-000757,2026-04-06 16:59:00,USR-0034,user.0034,Engineering,PII_Database,low,API,67,BI_Tool,local_workstation,success,
ACC-001350,2026-04-06 16:59:00,USR-0031,user.0031,Engineering,GL_Ledger,low,SELECT,813,SQL,local_workstation,success,
ACC-000793,2026-04-07 09:01:00,USR-0031,user.0031,Engineering,Customer_DB,low,API,576,SQL,local_workstation,success,
ACC-000965,2026-04-07 09:23:00,USR-0096,user.0096,IT,Customer_DB,low,EXPORT,2617,BI_Tool,local_workstation,success,
ACC-000494,2026-04-07 09:44:00,USR-0094,user.0094,HR,GL_Ledger,low,EXPORT,689,API,internal_share,success,
ACC-000436,2026-04-07 09:45:00,USR-0033,user.0033,Engineering,Marketing_Assets,low,SELECT,720,BI_Tool,local_workstation,success,
ACC-000859,2026-04-07 10:06:00,USR-0076,user.0076,Finance,Customer_DB,low,API,33,SQL,internal_share,success,
ACC-000118,2026-04-07 10:08:00,USR-0063,user.0063,IT,Payroll,medium,SELECT,830,API,local_workstation,success,
ACC-001480,2026-04-07 10:19:00,USR-0006,user.0006,IT,Customer_DB,low,API,548,BI_Tool,internal_share,success,
ACC-000747,2026-04-07 10:26:00,USR-0037,user.0037,Sales,Marketing_Assets,low,SELECT,550,SQL,local_workstation,success,
ACC-001342,2026-04-07 10:36:00,USR-0028,user.0028,Engineering,PII_Database,low,EXPORT,3477,API,internal_share,success,
ACC-001254,2026-04-07 10:39:00,USR-0069,user.0069,Finance,PII_Database,low,SELECT,57,BI_Tool,local_workstation,success,
ACC-001281,2026-04-07 11:00:00,USR-0061,user.0061,HR,Marketing_Assets,low,SELECT,1256,SQL,cloud_storage,success,
ACC-001021,2026-04-07 11:00:00,USR-0035,user.0035,Sales,Marketing_Assets,low,EXPORT,187,API,local_workstation,success,
ACC-001311,2026-04-07 11:08:00,USR-0068,user.0068,IT,GL_Ledger,low,EXPORT,5814,SQL,internal_share,success,
ACC-001008,2026-04-07 11:14:00,USR-0024,user.0024,IT,Customer_DB,low,SELECT,489,BI_Tool,local_workstation,success,
ACC-000730,2026-04-07 11:17:00,USR-0005,user.0005,Finance,PII_Database,medium,API,135,SQL,local_workstation,success,
ACC-000426,2026-04-07 11:41:00,USR-0062,user.0062,Engineering,Marketing_Assets,low,API,69,SQL,local_workstation,success,
ACC-000213,2026-04-07 11:43:00,USR-0073,user.0073,HR,PII_Database,low,SELECT,1185,BI_Tool,local_workstation,success,
ACC-001295,2026-04-07 11:46:00,USR-0009,user.0009,Engineering,Marketing_Assets,low,SELECT,591,API,local_workstation,success,
ACC-000316,2026-04-07 11:53:00,USR-0056,user.0056,IT,GL_Ledger,low,SELECT,231,BI_Tool,local_workstation,success,
ACC-000741,2026-04-07 11:58:00,USR-0002,user.0002,Sales,GL_Ledger,medium,EXPORT,27959,BI_Tool,external_email,success,FLIGHT_RISK_EXFILTRATION
ACC-000540,2026-04-07 12:04:00,USR-0086,user.0086,Sales,Marketing_Assets,low,EXPORT,13,API,cloud_storage,success,
ACC-001084,2026-04-07 12:26:00,USR-0005,user.0005,Finance,Customer_DB,low,EXPORT,254,SQL,internal_share,success,
ACC-000676,2026-04-07 12:50:00,USR-0083,user.0083,IT,Marketing_Assets,low,EXPORT,513,API,local_workstation,success,
ACC-001382,2026-04-07 13:18:00,USR-0026,user.0026,Marketing,Payroll,low,EXPORT,274,API,local_workstation,success,
ACC-001012,2026-04-07 13:30:00,USR-0086,user.0086,Sales,Source_Code,restricted,EXPORT,727,BI_Tool,external_email,success,INTERN_RESTRICTED_ACCESS
ACC-000464,2026-04-07 13:30:00,USR-0008,user.0008,HR,Source_Code,low,EXPORT,62,BI_Tool,local_workstation,success,
ACC-000997,2026-04-07 13:59:00,USR-0051,user.0051,IT,GL_Ledger,medium,EXPORT,128,API,internal_share,success,
ACC-000610,2026-04-07 14:03:00,USR-0022,user.0022,Marketing,Customer_DB,low,EXPORT,1195,BI_Tool,internal_share,success,
ACC-000407,2026-04-07 14:13:00,USR-0040,user.0040,Finance,Customer_DB,low,SELECT,362,SQL,internal_share,success,
ACC-000979,2026-04-07 14:17:00,USR-0071,user.0071,Finance,Source_Code,low,EXPORT,1201,BI_Tool,internal_share,success,
ACC-000520,2026-04-07 14:22:00,USR-0045,user.0045,IT,Source_Code,low,API,491,BI_Tool,local_workstation,success,
ACC-001110,2026-04-07 14:23:00,USR-0055,user.0055,IT,GL_Ledger,low,API,258,BI_Tool,internal_share,success,
ACC-000342,2026-04-07 14:26:00,USR-0018,user.0018,IT,Customer_DB,medium,EXPORT,893,API,internal_share,success,
ACC-000437,2026-04-07 14:26:00,USR-0084,user.0084,Engineering,Source_Code,low,EXPORT,72,API,local_workstation,success,
ACC-000720,2026-04-07 14:31:00,USR-0063,user.0063,IT,Customer_DB,low,EXPORT,38573,API,external_email,success,FLIGHT_RISK_EXFILTRATION
ACC-001172,2026-04-07 14:57:00,USR-0065,user.0065,Engineering,PII_Database,low,SELECT,242,BI_Tool,local_workstation,success,
ACC-001204,2026-04-07 15:11:00,USR-0029,user.0029,Marketing,GL_Ledger,low,API,158,BI_Tool,local_workstation,success,
ACC-001147,2026-04-07 15:40:00,USR-0012,user.0012,Engineering,Marketing_Assets,low,EXPORT,455,API,local_workstation,success,
ACC-001378,2026-04-07 15:50:00,USR-0021,user.0021,Marketing,Source_Code,low,API,38,BI_Tool,local_workstation,success,
ACC-001091,2026-04-07 16:07:00,USR-0064,user.0064,Finance,Source_Code,low,SELECT,10498,API,external_email,success,FLIGHT_RISK_EXFILTRATION
ACC-000912,2026-04-07 16:14:00,USR-0050,user.0050,Finance,Source_Code,low,SELECT,164,SQL,internal_share,success,
ACC-000332,2026-04-07 16:19:00,USR-0033,user.0033,Engineering,GL_Ledger,low,SELECT,681,API,internal_share,success,
ACC-000789,2026-04-07 16:22:00,USR-0093,user.0093,HR,PII_Database,low,EXPORT,583,API,local_workstation,success,
ACC-000191,2026-04-07 16:23:00,USR-0002,user.0002,Sales,Payroll,medium,API,340,BI_Tool,internal_share,success,
ACC-000552,2026-04-07 16:29:00,USR-0031,user.0031,Engineering,Customer_DB,low,API,610,BI_Tool,local_workstation,success,
ACC-001168,2026-04-07 16:30:00,USR-0070,user.0070,Sales,Payroll,medium,EXPORT,1652,API,internal_share,success,
ACC-000294,2026-04-07 16:34:00,USR-0073,user.0073,HR,Customer_DB,low,API,756,SQL,local_workstation,success,
ACC-001266,2026-04-07 16:37:00,USR-0022,user.0022,Marketing,Payroll,low,API,785,API,local_workstation,success,
ACC-000782,2026-04-07 16:41:00,USR-0004,user.0004,Sales,Marketing_Assets,medium,SELECT,309,SQL,local_workstation,success,
ACC-000679,2026-04-07 16:47:00,USR-0012,user.0012,Engineering,PII_Database,low,EXPORT,1117,API,internal_share,success,
ACC-001401,2026-04-08 03:49:00,USR-0035,user.0035,Sales,Payroll,medium,API,21666,API,cloud_storage,success,OFF_HOURS_BULK_EXPORT
ACC-001251,2026-04-08 09:18:00,USR-0088,user.0088,IT,Payroll,medium,SELECT,31,API,local_workstation,success,
ACC-000098,2026-04-08 09:20:00,USR-0048,user.0048,Sales,Customer_DB,low,SELECT,144,SQL,internal_share,success,
ACC-000539,2026-04-08 09:26:00,USR-0025,user.0025,IT,Payroll,low,SELECT,199,API,local_workstation,success,
ACC-001154,2026-04-08 09:30:00,USR-0038,user.0038,HR,Payroll,low,EXPORT,31,BI_Tool,local_workstation,success,
ACC-000479,2026-04-08 09:35:00,USR-0077,user.0077,Marketing,Payroll,low,SELECT,146,SQL,local_workstation,success,
ACC-000970,2026-04-08 09:37:00,USR-0066,user.0066,Finance,PII_Database,low,SELECT,222,API,local_workstation,success,
ACC-001185,2026-04-08 09:38:00,USR-0049,user.0049,Marketing,Payroll,restricted,API,787,BI_Tool,external_email,success,INTERN_RESTRICTED_ACCESS
ACC-000514,2026-04-08 09:40:00,USR-0099,user.0099,IT,GL_Ledger,low,EXPORT,146,API,local_workstation,success,
ACC-001121,2026-04-08 09:52:00,USR-0004,user.0004,Sales,PII_Database,low,API,244,BI_Tool,local_workstation,success,
ACC-000290,2026-04-08 09:57:00,USR-0077,user.0077,Marketing,Payroll,medium,API,220,BI_Tool,local_workstation,success,
ACC-000646,2026-04-08 10:15:00,USR-0042,user.0042,Finance,Customer_DB,low,SELECT,1153,BI_Tool,internal_share,success,
ACC-001126,2026-04-08 10:16:00,USR-0062,user.0062,Engineering,Customer_DB,low,API,65,API,internal_share,success,
ACC-001033,2026-04-08 10:17:00,USR-0017,user.0017,HR,GL_Ledger,low,SELECT,633,API,internal_share,success,
ACC-000065,2026-04-08 10:22:00,USR-0062,user.0062,Engineering,Marketing_Assets,low,SELECT,69,BI_Tool,local_workstation,success,
ACC-000733,2026-04-08 10:36:00,USR-0018,user.0018,IT,Marketing_Assets,low,API,741,BI_Tool,cloud_storage,success,
ACC-000004,2026-04-08 10:46:00,USR-0033,user.0033,Engineering,PII_Database,low,SELECT,401,SQL,local_workstation,success,
ACC-000105,2026-04-08 10:49:00,USR-0045,user.0045,IT,Source_Code,low,API,485,BI_Tool,internal_share,success,
ACC-000633,2026-04-08 11:00:00,USR-0006,user.0006,IT,GL_Ledger,low,EXPORT,264,API,local_workstation,success,
ACC-001347,2026-04-08 11:39:00,USR-0080,user.0080,Sales,PII_Database,low,EXPORT,469,SQL,cloud_storage,success,
ACC-001317,2026-04-08 11:49:00,USR-0004,user.0004,Sales,GL_Ledger,low,API,352,API,local_workstation,success,
ACC-000652,2026-04-08 11:58:00,USR-0075,user.0075,Finance,GL_Ledger,medium,EXPORT,2221,API,local_workstation,success,
ACC-001195,2026-04-08 12:05:00,USR-0008,user.0008,HR,Marketing_Assets,low,API,51,SQL,local_workstation,success,
ACC-001453,2026-04-08 12:15:00,USR-0064,user.0064,Finance,Customer_DB,medium,SELECT,1040,BI_Tool,local_workstation,success,
ACC-001301,2026-04-08 12:17:00,USR-0063,user.0063,IT,Payroll,low,EXPORT,16056,API,external_email,success,FLIGHT_RISK_EXFILTRATION
ACC-001024,2026-04-08 12:34:00,USR-0083,user.0083,IT,Source_Code,low,EXPORT,220,SQL,internal_share,success,
ACC-000585,2026-04-08 12:35:00,USR-0053,user.0053,Engineering,Customer_DB,low,API,485,API,local_workstation,success,
ACC-000041,2026-04-08 12:39:00,USR-0034,user.0034,Engineering,PII_Database,low,API,16367,SQL,external_email,success,FLIGHT_RISK_EXFILTRATION
ACC-000717,2026-04-08 12:41:00,USR-0032,user.0032,Sales,Source_Code,low,SELECT,633,BI_Tool,local_workstation,success,
ACC-001180,2026-04-08 12:47:00,USR-0037,user.0037,Sales,Customer_DB,medium,SELECT,419,API,internal_share,success,
ACC-000175,2026-04-08 12:48:00,USR-0057,user.0057,Marketing,Source_Code,low,SELECT,1194,API,local_workstation,success,
ACC-001026,2026-04-08 13:11:00,USR-0046,user.0046,Engineering,Marketing_Assets,low,SELECT,603,API,local_workstation,success,
ACC-000924,2026-04-08 13:18:00,USR-0078,user.0078,Finance,Payroll,low,SELECT,54,BI_Tool,cloud_storage,success,
ACC-001201,2026-04-08 13:47:00,USR-0067,user.0067,Marketing,Customer_DB,low,SELECT,324,SQL,local_workstation,success,
ACC-000737,2026-04-08 13:56:00,USR-0088,user.0088,IT,Source_Code,low,EXPORT,52,SQL,local_workstation,success,
ACC-001216,2026-04-08 14:06:00,USR-0077,user.0077,Marketing,Customer_DB,low,SELECT,97,BI_Tool,local_workstation,success,
ACC-000006,2026-04-08 14:11:00,USR-0038,user.0038,HR,GL_Ledger,low,SELECT,17,API,internal_share,success,
ACC-000854,2026-04-08 14:53:00,USR-0061,user.0061,HR,GL_Ledger,low,API,542,API,local_workstation,success,
ACC-000701,2026-04-08 15:07:00,USR-0066,user.0066,Finance,Marketing_Assets,low,SELECT,261,BI_Tool,local_workstation,success,
ACC-001007,2026-04-08 15:12:00,USR-0090,user.0090,HR,PII_Database,low,API,195,API,internal_share,success,
ACC-001226,2026-04-08 15:43:00,USR-0069,user.0069,Finance,Source_Code,low,EXPORT,56,BI_Tool,local_workstation,success,
ACC-000045,2026-04-08 15:54:00,USR-0097,user.0097,IT,GL_Ledger,low,EXPORT,168,API,local_workstation,success,
ACC-000047,2026-04-08 16:01:00,USR-0087,user.0087,Engineering,Marketing_Assets,low,SELECT,44,API,cloud_storage,success,
ACC-001475,2026-04-08 16:12:00,USR-0019,user.0019,Marketing,Payroll,low,API,354,API,local_workstation,success,
ACC-000948,2026-04-08 16:25:00,USR-0057,user.0057,Marketing,Payroll,low,API,1085,API,internal_share,success,
ACC-000256,2026-04-08 16:40:00,USR-0015,user.0015,Finance,Source_Code,medium,EXPORT,15,SQL,local_workstation,success,
ACC-000866,2026-04-08 16:47:00,USR-0028,user.0028,Engineering,Payroll,medium,SELECT,5588,BI_Tool,internal_share,success,
ACC-000637,2026-04-09 04:48:00,USR-0016,user.0016,IT,Customer_DB,low,SELECT,22667,API,cloud_storage,success,OFF_HOURS_BULK_EXPORT
ACC-000662,2026-04-09 09:04:00,USR-0055,user.0055,IT,GL_Ledger,low,EXPORT,161,API,local_workstation,success,
ACC-000975,2026-04-09 09:05:00,USR-0072,user.0072,Engineering,Marketing_Assets,low,SELECT,6760,BI_Tool,local_workstation,success,
ACC-001123,2026-04-09 09:07:00,USR-0007,user.0007,Engineering,PII_Database,low,API,480,BI_Tool,local_workstation,success,
ACC-001428,2026-04-09 09:25:00,USR-0026,user.0026,Marketing,Payroll,medium,EXPORT,164,BI_Tool,cloud_storage,success,
ACC-001083,2026-04-09 09:28:00,USR-0053,user.0053,Engineering,PII_Database,low,API,1063,SQL,internal_share,success,
ACC-001178,2026-04-09 10:02:00,USR-0079,user.0079,Sales,Marketing_Assets,low,API,1082,SQL,local_workstation,success,
ACC-000758,2026-04-09 10:20:00,USR-0063,user.0063,IT,Source_Code,medium,EXPORT,38186,API,external_email,success,FLIGHT_RISK_EXFILTRATION
ACC-001241,2026-04-09 10:22:00,USR-0018,user.0018,IT,GL_Ledger,low,EXPORT,783,SQL,internal_share,success,
ACC-000247,2026-04-09 10:23:00,USR-0034,user.0034,Engineering,PII_Database,low,SELECT,38130,API,external_email,success,FLIGHT_RISK_EXFILTRATION
ACC-000517,2026-04-09 10:25:00,USR-0052,user.0052,Marketing,Customer_DB,low,EXPORT,317,API,internal_share,success,
ACC-000983,2026-04-09 10:34:00,USR-0010,user.0010,Engineering,PII_Database,low,SELECT,564,BI_Tool,local_workstation,success,
ACC-001367,2026-04-09 10:51:00,USR-0009,user.0009,Engineering,Source_Code,low,API,428,SQL,local_workstation,success,
ACC-001100,2026-04-09 10:59:00,USR-0007,user.0007,Engineering,GL_Ledger,medium,SELECT,563,BI_Tool,local_workstation,success,
ACC-000281,2026-04-09 11:01:00,USR-0039,user.0039,HR,Marketing_Assets,low,SELECT,1773,SQL,internal_share,success,
ACC-000525,2026-04-09 11:03:00,USR-0006,user.0006,IT,GL_Ledger,low,EXPORT,308,API,internal_share,success,
ACC-000496,2026-04-09 11:04:00,USR-0060,user.0060,IT,Marketing_Assets,medium,EXPORT,266,BI_Tool,local_workstation,success,
ACC-001043,2026-04-09 11:05:00,USR-0094,user.0094,HR,Source_Code,low,EXPORT,646,BI_Tool,local_workstation,success,
ACC-000055,2026-04-09 11:07:00,USR-0034,user.0034,Engineering,Source_Code,low,SELECT,48591,SQL,external_email,success,FLIGHT_RISK_EXFILTRATION
ACC-000649,2026-04-09 11:07:00,USR-0008,user.0008,HR,Source_Code,low,SELECT,63,BI_Tool,local_workstation,success,
ACC-000391,2026-04-09 11:10:00,USR-0072,user.0072,Engineering,PII_Database,low,SELECT,4951,SQL,local_workstation,success,
ACC-001019,2026-04-09 11:18:00,USR-0077,user.0077,Marketing,PII_Database,low,SELECT,91,API,local_workstation,success,
ACC-000477,2026-04-09 11:19:00,USR-0053,user.0053,Engineering,Customer_DB,low,EXPORT,376,BI_Tool,local_workstation,success,
ACC-001175,2026-04-09 11:44:00,USR-0068,user.0068,IT,Marketing_Assets,low,EXPORT,4118,SQL,cloud_storage,success,
ACC-000215,2026-04-09 11:45:00,USR-0031,user.0031,Engineering,Marketing_Assets,low,EXPORT,619,API,local_workstation,success,
ACC-000023,2026-04-09 11:59:00,USR-0027,user.0027,Marketing,GL_Ledger,low,API,319,API,internal_share,success,
ACC-000895,2026-04-09 12:00:00,USR-0059,user.0059,Finance,Marketing_Assets,medium,SELECT,715,API,local_workstation,success,
ACC-001361,2026-04-09 12:01:00,USR-0050,user.0050,Finance,GL_Ledger,low,EXPORT,391,BI_Tool,local_workstation,success,
ACC-001136,2026-04-09 12:04:00,USR-0074,user.0074,Sales,PII_Database,medium,API,768,BI_Tool,local_workstation,success,
ACC-000180,2026-04-09 12:21:00,USR-0032,user.0032,Sales,GL_Ledger,medium,API,894,API,cloud_storage,success,
ACC-000946,2026-04-09 12:23:00,USR-0068,user.0068,IT,Marketing_Assets,medium,EXPORT,4757,API,internal_share,success,
ACC-000233,2026-04-09 12:34:00,USR-0005,user.0005,Finance,Payroll,low,API,167,API,internal_share,success,
ACC-001028,2026-04-09 12:37:00,USR-0042,user.0042,Finance,Payroll,low,SELECT,1052,API,internal_share,success,
ACC-000388,2026-04-09 12:39:00,USR-0096,user.0096,IT,Customer_DB,low,API,2922,API,internal_share,success,
